pitchfork_id,artist,album,score,link,release_year
3788,Swans,White Light from the Mouth of Infinity,7.9,https://pitchfork.com/reviews/albums/21259-white-light-from-the-mouth-of-infinity-love-of-life/,1991.0
3789,Jlin,Free Fall EP,7.6,https://pitchfork.com/reviews/albums/21302-free-fall-ep/,2015.0
3790,SOPHIE,PRODUCT,6.6,https://pitchfork.com/reviews/albums/21212-product/,2015.0
3791,The Blue Jean Committee,Catalina Breeze,6.7,https://pitchfork.com/reviews/albums/21304-catalina-breeze/,2015.0
3792,Gloria Ann Taylor,Love Is a Hurtin' Thing,8.7,https://pitchfork.com/reviews/albums/21269-love-is-a-hurtin-thing/,2015.0
3793,Danny L Harle,Broken Flowers EP,6.9,https://pitchfork.com/reviews/albums/21294-broken-flowers-ep/,2015.0
3794,GoldLink,"And After That, We Didn’t Talk",7.3,https://pitchfork.com/reviews/albums/21209-and-after-that-we-didnt-talk/,2015.0
3795,Erykah Badu,But You Caint Use My Phone,8.1,https://pitchfork.com/reviews/albums/21319-but-you-caint-use-my-phone/,2015.0
3796,Paranoid London,Paranoid London,8.2,https://pitchfork.com/reviews/albums/21288-paranoid-london/,2015.0
3797,"Muja Messiah, I Self Devine",9th House,7.3,https://pitchfork.com/reviews/albums/21320-9th-house/,2015.0
3798,Beat Happening,Look Around,8.2,https://pitchfork.com/reviews/albums/21245-look-around/,2015.0
3799,Foo Fighters,Saint Cecilia EP,6.0,https://pitchfork.com/reviews/albums/21315-foo-fighters-saint-cecilia-ep/,2015.0
3800,Ty Segall,Ty Rex,8.1,https://pitchfork.com/reviews/albums/21295-ty-rex/,2015.0
3801,Wrekmeister Harmonies,Night of Your Ascension,7.8,https://pitchfork.com/reviews/albums/21208-night-of-your-ascension/,2015.0
3802,Punch Brothers,The Wireless EP,6.8,https://pitchfork.com/reviews/albums/21250-sarcosuchus-the-wireless-ep/,2015.0
3803,Doug Hream Blunt,My Name Is,6.8,https://pitchfork.com/reviews/albums/21270-my-name-is/,2015.0
3804,Parquet Courts,Monastic Living EP,4.9,https://pitchfork.com/reviews/albums/21301-monastic-living-ep/,2015.0
3805,John Coltrane,A Love Supreme: The Complete Masters,10.0,https://pitchfork.com/reviews/albums/21158-a-love-supreme-the-complete-masters/,2015.0
3806,Horrendous,Anareta,8.2,https://pitchfork.com/reviews/albums/21134-anareta/,2015.0
3807,"The Body, Krieg",The Body & Krieg,7.5,https://pitchfork.com/reviews/albums/21201-the-body-krieg/,2015.0
3808,André Bratten,Gode,7.4,https://pitchfork.com/reviews/albums/21299-gode/,2015.0
3809,DJ Paypal,Sold Out,7.9,https://pitchfork.com/reviews/albums/21169-sold-out/,2015.0
3810,The Flaming Lips,Heady Nuggs: 20 Years After Clouds Taste Metallic,9.1,https://pitchfork.com/reviews/albums/21279-heady-nuggs-20-years-after-clouds-taste-metallic/,1995.0
3811,Dragged Into Sunlight / Gnaw Their Tongues,N.V.,5.5,https://pitchfork.com/reviews/albums/21242-nv/,2015.0
3812,Joey Anderson,Invisible Switch,7.4,https://pitchfork.com/reviews/albums/21258-invisible-switch/,2015.0
3813,Kneebody and Daedelus,Kneedelus,8.0,https://pitchfork.com/reviews/albums/21240-kneedelus/,2015.0
3814,Natalie Prass,Side by Side EP,7.2,https://pitchfork.com/reviews/albums/21275-natalie-prass-side-by-side-ep/,2015.0
3815,Adele,25,7.3,https://pitchfork.com/reviews/albums/21246-25/,2015.0
3816,En,City of Brides,7.4,https://pitchfork.com/reviews/albums/21233-city-of-brides/,2015.0
3817,Enya,Dark Sky Island,7.1,https://pitchfork.com/reviews/albums/21237-dark-sky-island/,2015.0
3818,Jaala,Hard Hold,7.8,https://pitchfork.com/reviews/albums/21300-hard-hold/,2015.0
3819,Freddie Gibbs,Shadow of a Doubt,7.8,https://pitchfork.com/reviews/albums/21274-shadow-of-a-doubt/,2015.0
3820,Jeezy,Church in These Streets,6.0,https://pitchfork.com/reviews/albums/21164-church-in-these-streets/,2015.0
3821,Cavanaugh,Time & Materials,7.2,https://pitchfork.com/reviews/albums/21239-time-materials/,2015.0
3822,Andrew Hung,Rave Cave 2 EP,7.2,https://pitchfork.com/reviews/albums/21159-rave-cave-2-ep/,2015.0
3823,Lotic,Agitations,8.2,https://pitchfork.com/reviews/albums/21277-agitations/,2015.0
3824,Six Organs of Admittance,Hexadic II,7.8,https://pitchfork.com/reviews/albums/21189-hexadic-ii/,2015.0
3825,"Shye Ben Tzur, Jonny Greenwood, The Rajasthan Express",Junun,8.0,https://pitchfork.com/reviews/albums/21213-junun/,2015.0
3826,Kurt Stenzel,Jodorowsky’s Dune OST,8.0,https://pitchfork.com/reviews/albums/21241-jodorowskys-dune-ost/,2015.0
3827,f(x),4 Walls,7.3,https://pitchfork.com/reviews/albums/21285-4-walls/,2015.0
3828,Logic,The Incredible True Story,6.1,https://pitchfork.com/reviews/albums/21216-the-incredible-true-story/,2015.0
3829,Kode9,Nothing,7.6,https://pitchfork.com/reviews/albums/21221-nothing/,2015.0
3830,Arca,Mutant,8.4,https://pitchfork.com/reviews/albums/21231-arca-mutant/,2015.0
3831,Wreckless Eric,amERICa,7.7,https://pitchfork.com/reviews/albums/21141-america/,2015.0
3832,Nef the Pharaoh,Nef the Pharaoh EP,7.3,https://pitchfork.com/reviews/albums/21255-nef-the-pharaoh-ep/,2015.0
3833,Anna von Hausswolff,The Miraculous,7.8,https://pitchfork.com/reviews/albums/21135-the-miraculous/,2015.0
3834,Jamie Woon,Making Time,7.4,https://pitchfork.com/reviews/albums/21163-making-time/,2015.0
3835,Justin Bieber,Purpose,6.2,https://pitchfork.com/reviews/albums/21248-purpose/,2015.0
3836,Various Artists,Parallelogram,8.4,https://pitchfork.com/reviews/albums/20588-parallelogram/,2015.0
3837,Alessia Cara,Know It All,5.5,https://pitchfork.com/reviews/albums/21247-know-it-all/,2015.0
3838,James Ferraro,Skid Row,6.6,https://pitchfork.com/reviews/albums/21225-skid-row/,2015.0
3839,The Pains of Being Pure at Heart,Hell EP,5.5,https://pitchfork.com/reviews/albums/21261-hell-ep/,2015.0
3840,Ty Dolla $ign,Free TC,7.7,https://pitchfork.com/reviews/albums/20916-free-tc/,2015.0
3841,Escort,Animal Nature,6.8,https://pitchfork.com/reviews/albums/21273-animal-nature/,2015.0
3842,Jeff Lynne’s ELO,Alone In The Universe,6.3,https://pitchfork.com/reviews/albums/21266-alone-in-the-universe/,2015.0
3843,Tim Hecker,Norberg/Apondalifa,7.6,https://pitchfork.com/reviews/albums/21217-norbergapondalifa/,2015.0
3844,Cool Uncle,Cool Uncle,7.5,https://pitchfork.com/reviews/albums/21271-cool-uncle/,2015.0
3845,A Tribe Called Quest,People's Instinctive Travels and the Paths of Rhythm,10.0,https://pitchfork.com/reviews/albums/21218-peoples-instinctive-travels-and-the-paths-of-rhythm/,1990.0
3846,Pinkish Black,Bottom of the Morning,7.9,https://pitchfork.com/reviews/albums/21276-bottom-of-the-morning/,2015.0
3847,"Glenn Kotche, John Luther Adams",Ilimaq,7.7,https://pitchfork.com/reviews/albums/21205-ilimaq/,2015.0
3848,"Talib Kweli, 9th Wonder",Indie 500,6.3,https://pitchfork.com/reviews/albums/21215-indie-500/,2015.0
3849,Le1f,Riot Boi,7.5,https://pitchfork.com/reviews/albums/21109-riot-boi/,2015.0
3850,Kurt Cobain,Montage of Heck: The Home Recordings,4.0,https://pitchfork.com/reviews/albums/21157-montage-of-heck-the-home-recordings/,2015.0
3851,Kate Boy,One,6.9,https://pitchfork.com/reviews/albums/21252-one/,2015.0
3852,Various Artists,"Ork Records: New York, New York",8.8,https://pitchfork.com/reviews/albums/21203-ork-records-new-york-new-york/,2015.0
3853,Puff Daddy,MMM,6.6,https://pitchfork.com/reviews/albums/21272-mmm/,2015.0
3854,Frankie Cosmos,Fit Me In EP,7.0,https://pitchfork.com/reviews/albums/21254-fit-me-in-ep/,2015.0
3855,Rustie,EVENIFUDONTBELIEVE,7.3,https://pitchfork.com/reviews/albums/21253-evenifudontbelieve/,2015.0
3856,White Widows Pact,True Will,7.0,https://pitchfork.com/reviews/albums/21249-true-will/,2015.0
3857,Trust Fund,Seems Unfair,6.8,https://pitchfork.com/reviews/albums/21188-seems-unfair/,2015.0
3858,Corrections House,Know How to Carry a Whip,7.0,https://pitchfork.com/reviews/albums/21207-know-how-to-carry-a-whip/,2015.0
3859,"Connan Mockasin, Devonté Hynes",Myths 001: Collaborative Recordings,6.0,https://pitchfork.com/reviews/albums/21267-myths-001-collaborative-recordings/,2015.0
3860,Grimes,Art Angels,8.5,https://pitchfork.com/reviews/albums/21264-art-angels/,2015.0
3861,The Necks,Vertigo,7.7,https://pitchfork.com/reviews/albums/21133-vertigo/,2015.0
3862,Special Request,Modern Warfare EPs 1-3,7.3,https://pitchfork.com/reviews/albums/21229-modern-warfare-eps-1-3/,2015.0
3863,PC Worship,Basement Hysteria,7.8,https://pitchfork.com/reviews/albums/21142-basement-hysteria/,2015.0
3864,Björk,Vulnicura Strings,6.8,https://pitchfork.com/reviews/albums/21232-vulnicura-strings/,2015.0
3865,Oneohtrix Point Never,Garden of Delete,8.7,https://pitchfork.com/reviews/albums/21108-garden-of-delete/,2015.0
3866,Foxing,Dealer,7.6,https://pitchfork.com/reviews/albums/21191-dealer/,2015.0
3867,Kirk Knight,Late Knight Special,6.4,https://pitchfork.com/reviews/albums/21132-late-knight-special/,2015.0
3868,Van Morrison,Astral Weeks,10.0,https://pitchfork.com/reviews/albums/21092-astral-weeks-his-band-and-the-street-choir/,1968.0
3869,Young Thug,Slime Season 2,7.9,https://pitchfork.com/reviews/albums/21262-slime-season-2/,2015.0
3870,Amy Winehouse,AMY: The Original Soundtrack,5.4,https://pitchfork.com/reviews/albums/21214-amy-the-original-soundtrack/,2015.0
3871,Julien Baker,Sprained Ankle,7.0,https://pitchfork.com/reviews/albums/21260-sprained-ankle/,2015.0
3872,Carla Morrison,Amor Supremo,8.0,https://pitchfork.com/reviews/albums/21243-amor-supremo/,2015.0
3873,Ellie Goulding,Delirium,7.2,https://pitchfork.com/reviews/albums/21180-delirium/,2015.0
3874,Beach Slang,The Things We Do to Find People Who Feel Like Us,8.0,https://pitchfork.com/reviews/albums/21053-the-things-we-do-to-find-people-who-feel-like-us/,2015.0
3875,Bob Dylan,The Cutting Edge 1965-1966: The Bootleg Series Volume 12,8.7,https://pitchfork.com/reviews/albums/21178-the-cutting-edge-1965-1966-the-bootleg-series-volume-12/,2015.0
3876,Ted Hearne,The Source,7.0,https://pitchfork.com/reviews/albums/21131-the-source/,2015.0
3877,White Out,Accidental Sky,6.9,https://pitchfork.com/reviews/albums/21193-accidental-sky/,2015.0
3878,Joshua Abrams,Music for Life Itself & The Interrupters,7.0,https://pitchfork.com/reviews/albums/21177-music-for-life-itself-the-interrupters/,2015.0
3879,Fuzz,II,6.7,https://pitchfork.com/reviews/albums/21124-ii/,2015.0
3880,The Velvet Underground,Loaded: Re-Loaded 45th Anniversary Edition,10.0,https://pitchfork.com/reviews/albums/21220-loaded-re-loaded-45th-anniversary-edition/,1970.0
3881,Laura Stevenson,Cocksure,7.0,https://pitchfork.com/reviews/albums/21204-cocksure/,2015.0
3882,Wolf Eyes,I Am a Problem: Mind in Pieces,7.8,https://pitchfork.com/reviews/albums/21056-i-am-a-problem-mind-in-pieces/,2015.0
3883,"French Montana, Fetty Wap",Coke Zoo,6.6,https://pitchfork.com/reviews/albums/21251-coke-zoo/,2015.0
3884,Boots,AQUARIA,5.9,https://pitchfork.com/reviews/albums/21139-aquaria/,2015.0
3885,Floating Points,Elaenia,8.4,https://pitchfork.com/reviews/albums/21110-floating-points-elaenia/,2015.0
3886,Tropic of Cancer,Stop Suffering EP,7.1,https://pitchfork.com/reviews/albums/21176-stop-suffering-ep/,2015.0
3887,Mozzy,Yellow Tape Activities,7.5,https://pitchfork.com/reviews/albums/21154-yellow-tape-activities/,2015.0
3888,Pictureplane,Technomancer,5.9,https://pitchfork.com/reviews/albums/21162-technomancer/,2015.0
3889,Various Artists,[Cease & Desist] DIY! (Cult classics from the Post-Punk era 1978 - 82),8.4,https://pitchfork.com/reviews/albums/21100-cease-desist-diy-cult-classics-from-the-post-punk-era-1978-82/,2015.0
3890,EL VY,Return to the Moon,4.8,https://pitchfork.com/reviews/albums/21161-return-to-the-moon/,2015.0
3891,John Renbourn,The Attic Tapes,6.5,https://pitchfork.com/reviews/albums/21128-the-attic-tapes/,2015.0
3892,"Hieroglyphic Being, J.I.T.U. Ahn-Sahm-Buhl",We Are Not the First,7.2,https://pitchfork.com/reviews/albums/21130-we-are-not-the-first/,2015.0
3893,Sun City Girls,Torch of the Mystics,9.0,https://pitchfork.com/reviews/albums/21175-torch-of-the-mystics/,1990.0
3894,Car Seat Headrest,Teens of Style,8.1,https://pitchfork.com/reviews/albums/21121-teens-of-style/,2015.0
3895,DRAM,Gahdamn! EP,6.9,https://pitchfork.com/reviews/albums/21226-gahdamn-ep/,2015.0
3896,Yautja,Songs of Lament EP,7.0,https://pitchfork.com/reviews/albums/21151-songs-of-lament-ep/,2015.0
3897,Basic Soul Unit,Under the Same Sky,6.5,https://pitchfork.com/reviews/albums/21223-under-the-same-sky/,2015.0
3898,Eartheater,RIP Chrysalis,7.7,https://pitchfork.com/reviews/albums/21187-rip-chrysalis/,2015.0
3899,Patrick Cowley,Muscle Up,8.1,https://pitchfork.com/reviews/albums/21120-muscle-up/,2015.0
3900,J Dilla,Dillatronic,7.0,https://pitchfork.com/reviews/albums/21156-dillatronic/,2015.0
3901,Long Beard,Sleepwalker,6.6,https://pitchfork.com/reviews/albums/21206-sleepwalker/,2015.0
3902,Rabit,Communion,7.9,https://pitchfork.com/reviews/albums/21081-communion/,2015.0
3903,"Dave Gahan, Soulsavers",Angels & Ghosts,5.7,https://pitchfork.com/reviews/albums/21119-angels-ghosts/,2015.0
3904,Christine and the Queens,Christine and the Queens,8.0,https://pitchfork.com/reviews/albums/21147-christine-and-the-queens/,2015.0
3905,"Madlib, M.E.D., Blu",Bad Neighbor,7.2,https://pitchfork.com/reviews/albums/21155-bad-neighbor/,2015.0
3906,Philip Jeck,Cardinal,7.6,https://pitchfork.com/reviews/albums/21183-cardinal/,2015.0
3907,Luke Vibert,Bizarster,6.4,https://pitchfork.com/reviews/albums/21196-bizarster/,2015.0
3908,VHÖL,Deeper Than Sky,8.2,https://pitchfork.com/reviews/albums/21143-deeper-than-sky/,2015.0
3909,The Chills,Silver Bullets,6.9,https://pitchfork.com/reviews/albums/21055-silver-bullets/,2015.0
3910,Built to Spill,There’s Nothing Wrong With Love,9.3,https://pitchfork.com/reviews/albums/21096-theres-nothing-wrong-with-love/,1994.0
3911,Karamika,Karamika,7.3,https://pitchfork.com/reviews/albums/21211-karamika/,2015.0
3912,Shining,International Blackjazz Society,7.0,https://pitchfork.com/reviews/albums/21106-international-blackjazz-society/,2015.0
3913,Rival Consoles,Howl,7.7,https://pitchfork.com/reviews/albums/21222-howl/,2015.0
3914,Ty Dolla $ign,Airplane Mode,6.8,https://pitchfork.com/reviews/albums/21224-airplane-mode/,2015.0
3915,Martin Courtney,Many Moons,7.0,https://pitchfork.com/reviews/albums/21091-many-moons/,2015.0
3916,Dan Friel,Life,7.8,https://pitchfork.com/reviews/albums/21174-life/,2015.0
3917,G Herbo,Ballin Like I’m Kobe,7.2,https://pitchfork.com/reviews/albums/21153-ballin-like-im-kobe/,2015.0
3918,Françoise Hardy,Tous Les Garçons Et Les Filles,8.6,https://pitchfork.com/reviews/albums/21098-tous-les-garcons-et-les-filles-le-premier-bonheur-du-jour-mon-amie-la-rose-lamitie-la-maison-ou-jai-grandi/,1962.0
3919,Vanessa Carlton,Liberman,7.8,https://pitchfork.com/reviews/albums/21173-liberman/,2015.0
3920,!!!,As If,6.9,https://pitchfork.com/reviews/albums/21182-as-if/,2015.0
3921,Panopticon,Autumn Eternal,7.5,https://pitchfork.com/reviews/albums/21200-autumn-eternal/,2015.0
3922,John Carpenter,Lost Themes Remixed,6.9,https://pitchfork.com/reviews/albums/21126-lost-themes-remixed/,2015.0
3923,Wax Idols,American Tragic,7.6,https://pitchfork.com/reviews/albums/20859-american-tragic/,2015.0
3924,Gun Outfit,Dream All Over,8.1,https://pitchfork.com/reviews/albums/20980-dream-all-over/,2015.0
3925,The Promise Ring,Nothing Feels Good,8.6,https://pitchfork.com/reviews/albums/21125-nothing-feels-good/,1997.0
3926,Cult Leader,Lightless Walk,7.5,https://pitchfork.com/reviews/albums/21152-lightless-walk/,2015.0
3927,DJ Firmeza,Alma Do Meu Pai EP,7.6,https://pitchfork.com/reviews/albums/21195-alma-do-meu-pai-ep/,2015.0
3928,Olga Bell,Incitation EP,7.2,https://pitchfork.com/reviews/albums/21089-incitation-ep/,2015.0
3929,Jean-Michel Jarre,Electronica 1: The Time Machine,4.0,https://pitchfork.com/reviews/albums/21117-electronica-1-the-time-machine/,2015.0
3930,Joanna Newsom,Divers,8.5,https://pitchfork.com/reviews/albums/21097-divers/,2015.0
3931,Zombi,Shape Shift,7.2,https://pitchfork.com/reviews/albums/21171-shape-shift/,2015.0
3932,Weyes Blood,Cardamom Times EP,7.7,https://pitchfork.com/reviews/albums/21116-cardamom-times-ep/,2015.0
3933,Raury,All We Need,6.8,https://pitchfork.com/reviews/albums/21172-all-we-need/,2015.0
3934,YACHT,I Thought the Future Would Be Cooler,5.0,https://pitchfork.com/reviews/albums/21181-i-thought-the-future-would-be-cooler/,2015.0
3935,Beach House,Thank Your Lucky Stars,8.1,https://pitchfork.com/reviews/albums/21197-thank-your-lucky-stars/,2015.0
3936,Kowloon Walled City,Grievances,7.8,https://pitchfork.com/reviews/albums/21149-grievances/,2015.0
3937,Zomby,Let's Jam 1 EP,4.9,https://pitchfork.com/reviews/albums/21148-lets-jam-1-ep-lets-jam-2-ep/,2015.0
3938,The Edge of Daybreak,Eyes of Love,7.3,https://pitchfork.com/reviews/albums/21013-eyes-of-love/,1979.0
3939,Sexwitch,Sexwitch,6.4,https://pitchfork.com/reviews/albums/21198-sexwitch/,2015.0
3940,The Game,The Documentary 2,7.2,https://pitchfork.com/reviews/albums/20903-the-documentary-2/,2015.0
3941,Windhand,Grief's Infernal Flower,7.8,https://pitchfork.com/reviews/albums/21054-griefs-infernal-flower/,2015.0
3942,St Germain,St Germain,6.0,https://pitchfork.com/reviews/albums/21150-st-germain/,2015.0
3943,milo,so the flies don't come,7.4,https://pitchfork.com/reviews/albums/21199-so-the-flies-dont-come/,2015.0
3944,Doughboyz Cashout,BYLUG World,6.8,https://pitchfork.com/reviews/albums/21202-bylug-world/,2015.0
3945,Neon Indian,VEGA INTL. Night School,8.6,https://pitchfork.com/reviews/albums/21041-vega-intl-night-school/,2015.0
3946,Mgła,Exercises in Futility,7.8,https://pitchfork.com/reviews/albums/21052-mgla-exercises-in-futility/,2015.0
3947,The Mantles,All Odds End,7.5,https://pitchfork.com/reviews/albums/21032-all-odds-end/,2015.0
3948,DJ Spinn,Off That Loud EP,7.3,https://pitchfork.com/reviews/albums/21018-off-that-loud-ep/,2015.0
3949,Prins Thomas,Paradise Goulash,8.0,https://pitchfork.com/reviews/albums/21088-paradise-goulash/,2015.0
3950,Majical Cloudz,Are You Alone?,8.0,https://pitchfork.com/reviews/albums/21194-are-you-alone/,2015.0
3951,Cooly G,Armz House EP,7.4,https://pitchfork.com/reviews/albums/21113-armz-house-ep/,2015.0
3952,Clutch,Psychic Warfare,6.9,https://pitchfork.com/reviews/albums/20979-psychic-warfare/,2015.0
3953,Kylesa,Exhausting Fire,7.4,https://pitchfork.com/reviews/albums/21186-exhausting-fire/,2015.0
3954,Drive-By Truckers,It’s Great To Be Alive!,8.0,https://pitchfork.com/reviews/albums/21083-its-great-to-be-alive/,2015.0
3955,Deerhunter,Fading Frontier,8.4,https://pitchfork.com/reviews/albums/21039-fading-frontier/,2015.0
3956,Mild High Club,Timeline,6.3,https://pitchfork.com/reviews/albums/21185-timeline/,2015.0
3957,Visionist,Safe,7.9,https://pitchfork.com/reviews/albums/21051-safe/,2015.0
3958,Cara Stacey,Things That Grow,7.1,https://pitchfork.com/reviews/albums/21114-things-that-grow/,2015.0
3959,Dilly Dally,Sore,8.0,https://pitchfork.com/reviews/albums/21085-sore/,2015.0
3960,Mogwai,Central Belters,8.0,https://pitchfork.com/reviews/albums/21086-central-belters/,2015.0
3961,Young Dro,Da Reality Show,7.4,https://pitchfork.com/reviews/albums/21080-da-reality-show/,2015.0
3962,Steve Hauschildt,Where All Is Fled,7.5,https://pitchfork.com/reviews/albums/21095-where-all-is-fled/,2015.0
3963,Alex G,Beach Music,7.2,https://pitchfork.com/reviews/albums/21138-beach-music/,2015.0
3964,Mac Miller,GO:OD AM,7.3,https://pitchfork.com/reviews/albums/21038-mac-miller-good-am/,2015.0
3965,The Decemberists,Florasongs EP,5.8,https://pitchfork.com/reviews/albums/21137-florasongs-ep/,2015.0
3966,Donato Dozzy,The Loud Silence,6.9,https://pitchfork.com/reviews/albums/21020-the-loud-silence/,2015.0
3967,Shopping,Why Choose,7.6,https://pitchfork.com/reviews/albums/20965-why-choose/,2015.0
3968,Christian Scott aTunde Adjuah,Stretch Music,7.5,https://pitchfork.com/reviews/albums/21105-stretch-music/,2015.0
3969,Protomartyr,The Agent Intellect,8.2,https://pitchfork.com/reviews/albums/20966-the-agent-intellect/,2015.0
3970,Kelela,Hallucinogen EP,8.3,https://pitchfork.com/reviews/albums/20432-hallucinogen-ep/,2015.0
3971,Co La,No No,6.8,https://pitchfork.com/reviews/albums/21078-no-no/,2015.0
3972,"Ryan Hemsworth, Lucas",Taking Flight EP,7.3,https://pitchfork.com/reviews/albums/21082-taking-flight-ep/,2015.0
3973,Paul McCartney,Tug of War,6.7,https://pitchfork.com/reviews/albums/21028-tug-of-war-pipes-of-peace/,1982.0
3974,Eagles of Death Metal,Zipper Down,7.3,https://pitchfork.com/reviews/albums/21115-zipper-down/,2015.0
3975,Janet Jackson,Unbreakable,8.0,https://pitchfork.com/reviews/albums/21060-unbreakable/,2015.0
3976,Larry Gus,I Need New Eyes,6.4,https://pitchfork.com/reviews/albums/21050-i-need-new-eyes/,2015.0
3977,Nicole Dollanganger,Natural Born Losers,6.6,https://pitchfork.com/reviews/albums/21079-nicole-dollanganger-natural-born-losers/,2015.0
3978,Girl Band,Holding Hands With Jamie,7.8,https://pitchfork.com/reviews/albums/21029-holding-hands-with-jamie/,2015.0
3979,Autre Ne Veut,Age of Transparency,6.0,https://pitchfork.com/reviews/albums/21044-age-of-transparency/,2015.0
3980,Wavves,V,6.5,https://pitchfork.com/reviews/albums/21042-v/,2015.0
3981,Moscow Club,Outfit Of The Day,7.0,https://pitchfork.com/reviews/albums/21048-outfit-of-the-day/,2015.0
3982,Childbirth,Women’s Rights,6.8,https://pitchfork.com/reviews/albums/21019-womens-rights/,2015.0
3983,Various Artists,Hamilton: Original Broadway Cast Recording,6.9,https://pitchfork.com/reviews/albums/21122-hamilton-original-broadway-cast-recording/,2015.0
3984,Battles,La Di Da Di,7.5,https://pitchfork.com/reviews/albums/21140-la-di-da-di/,2015.0
3985,Run the Jewels,Meow The Jewels,7.0,https://pitchfork.com/reviews/albums/21145-meow-the-jewels/,2015.0
3986,Mercury Rev,The Light In You,7.0,https://pitchfork.com/reviews/albums/20975-the-light-in-you/,2015.0
3987,Jay Rock,90059,8.0,https://pitchfork.com/reviews/albums/21094-90059/,2015.0
3988,David Bowie,Five Years 1969-1973,8.2,https://pitchfork.com/reviews/albums/21066-five-years-1969-1973/,2015.0
3989,Big Grams,Big Grams,6.4,https://pitchfork.com/reviews/albums/21166-big-grams/,2015.0
3990,Deafheaven,New Bermuda,9.0,https://pitchfork.com/reviews/albums/21022-new-bermuda/,2015.0
3991,Doe Paoro,After,7.4,https://pitchfork.com/reviews/albums/21065-after/,2015.0
3992,Graveyard,Innocence & Decadence,7.4,https://pitchfork.com/reviews/albums/20914-innocence-decadence/,2015.0
3993,Drew McDowall,Collapse,6.8,https://pitchfork.com/reviews/albums/21077-collapse/,2015.0
3994,Little Simz,A Curious Tale of Trials + Persons,7.8,https://pitchfork.com/reviews/albums/21107-a-curious-tale-of-trials-persons/,2015.0
3995,Fetty Wap,Fetty Wap,7.6,https://pitchfork.com/reviews/albums/21043-fetty-wap/,2015.0
3996,Sarah Kirkland Snider,Unremembered,7.5,https://pitchfork.com/reviews/albums/20854-unremembered/,2015.0
3997,Ron Morelli,A Gathering Together,6.5,https://pitchfork.com/reviews/albums/21068-a-gathering-together/,2015.0
3998,Wand,1000 Days,7.0,https://pitchfork.com/reviews/albums/20995-1000-days/,2015.0
3999,Peaches,Rub,7.0,https://pitchfork.com/reviews/albums/20950-rub/,2015.0
4000,The Dead Weather,Dodge and Burn,7.3,https://pitchfork.com/reviews/albums/21035-dodge-and-burn/,2015.0
4001,Anderson .Paak,The Anderson .Paak EP,7.0,https://pitchfork.com/reviews/albums/21049-the-anderson-paak-ep/,2015.0
4002,Chevel,Blurse,7.7,https://pitchfork.com/reviews/albums/21129-blurse/,2015.0
4003,The World Is a Beautiful Place & I Am No Longer Afraid to Die,Harmlessness,7.9,https://pitchfork.com/reviews/albums/21037-harmlessness/,2015.0
4004,Casey Veggies,Live & Grow,5.7,https://pitchfork.com/reviews/albums/20893-live-grow/,2015.0
4005,Chvrches,Every Open Eye,7.7,https://pitchfork.com/reviews/albums/21104-every-open-eye/,2015.0
4006,Juicy J,100% Juice,7.1,https://pitchfork.com/reviews/albums/21076-100-juice/,2015.0
4007,The Underachievers,Evermore: The Art of Duality,7.5,https://pitchfork.com/reviews/albums/20998-evermore-the-art-of-duality/,2015.0
4008,Mariah,Utakata no Hibi,8.5,https://pitchfork.com/reviews/albums/21030-utakata-no-hibi/,1983.0
4009,Ryan Adams,1989,4.0,https://pitchfork.com/reviews/albums/21101-1989/,2015.0
4010,Disclosure,Caracal,6.6,https://pitchfork.com/reviews/albums/21034-caracal/,2015.0
4011,Micachu and the Shapes,Good Sad Happy Bad,6.9,https://pitchfork.com/reviews/albums/21069-good-sad-happy-bad/,2015.0
4012,Toro y Moi,Samantha,7.5,https://pitchfork.com/reviews/albums/21059-samantha/,2015.0
4013,Various Artists,Everything Dies,7.5,https://pitchfork.com/reviews/albums/21009-everything-dies/,2015.0
4014,T.I.,Da' Nic EP,6.9,https://pitchfork.com/reviews/albums/21075-da-nic-ep/,2015.0
4015,Young Thug,Slime Season,7.6,https://pitchfork.com/reviews/albums/21099-slime-season/,2015.0
4016,Destruction Unit,Negative Feedback Resistor,6.6,https://pitchfork.com/reviews/albums/21073-negative-feedback-resistor/,2015.0
4017,Jawbox,Jawbox,7.6,https://pitchfork.com/reviews/albums/20892-jawbox/,1996.0
4018,"Fennesz, King Midas Sound",Edition 1,6.7,https://pitchfork.com/reviews/albums/21014-edition-1/,2015.0
4019,U.S. Girls,Half Free,8.0,https://pitchfork.com/reviews/albums/20978-half-free/,2015.0
4020,"Drake, Future",What a Time to Be Alive,7.0,https://pitchfork.com/reviews/albums/21102-what-a-time-to-be-alive/,2015.0
4021,Botany,"Dimming Awe, the Light Is Raw",7.2,https://pitchfork.com/reviews/albums/21031-dimming-awe-the-light-is-raw/,2015.0
4022,Natasha Kmeto,Inevitable,7.8,https://pitchfork.com/reviews/albums/21072-inevitable/,2015.0
4023,Dungen,Allas Sak,8.0,https://pitchfork.com/reviews/albums/20949-allas-sak/,2015.0
4024,New Order,Music Complete,7.2,https://pitchfork.com/reviews/albums/21036-music-complete/,2015.0
4025,Kurt Vile,b’lieve i’m goin down,8.4,https://pitchfork.com/reviews/albums/20840-kurt-vile-blieve-im-goin-down/,2015.0
4026,DonMonique,Thirst Trap EP,6.8,https://pitchfork.com/reviews/albums/20954-thirst-trap-ep/,2015.0
