pitchfork_id,link,artist,album,release_year,score,Unnamed: 6
8490,/reviews/albums/18880-way-through-clapper-is-still/,Way Through,Clapper Is Still,2013,7.4,
8491,/reviews/albums/18819-ukkonen-the-ancient-tonalities-of/,Ukkonen,The Ancient Tonalities Of…,2013,6.9,
8492,/reviews/albums/18889-harold-budd-wind-in-lonely-fences-1970-2011/,Harold Budd,Wind In Lonely Fences 1970 - 2011,2013,7.8,
8493,/reviews/albums/18831-king-louie-drilluminati-2/,King L,Drilluminati 2,2013,6.7,
8494,/reviews/albums/18830-clams-casino-instrumental-tape-3/,Clams Casino,Instrumental Tape 3,2013,7.2,
8495,/reviews/albums/18794-barnett-coloccia-retrieval/,Barnett + Coloccia,Retrieval,2013,6.8,
8496,/reviews/albums/18722-justus-kohncke-justus-kohncke-the-wonderful-frequency-band/,Justus Köhncke,Justus Köhncke & the Wonderful Frequency Band,2013,6.5,
8497,/reviews/albums/18825-theres-a-dream-ive-been-saving-lee-hazlewood-industries-19661971/,null -index error,There’s A Dream I’ve Been Saving: Lee Hazlewood Industries 1966–1971,2013,7.8,
8498,/reviews/albums/18839-lies-presents-music-for-shut-ins/,null -index error,L.I.E.S. Presents: Music for Shut-Ins,2013,7.8,
8499,/reviews/albums/18822-stephen-malkmus-and-the-jicks-wig-out-at-jagbags/,Stephen Malkmus and the Jicks,Wig Out at Jagbags,2014,7,
8500,/reviews/albums/18838-the-verlaines-hallelujah-all-the-way-home-juvenilia/,The Verlaines,Hallelujah All the Way Home,2013,7.6,
8501,/reviews/albums/18818-kerridge-a-fallen-empire/,Kerridge,A Fallen Empire,2013,6.7,
8502,/reviews/albums/18813-drexciya-journey-of-the-deep-sea-dweller-iv/,Drexciya,Journey of the Deep Sea Dweller IV,2013,7.9,
8503,/reviews/albums/18843-e-40-the-block-brochure-welcome-to-the-soil-pt-4-5-6/,E-40,"The Block Brochure: Welcome To the Soil, Pt. 4, 5, & 6",2013,7.5,
8504,/reviews/albums/18821-beyonce-beyonce/,Beyoncé,Beyoncé,2013,8.8,
8505,/reviews/albums/18804-saada-bonaire-saada-bonaire/,Saâda Bonaire,Saâda Bonaire,2013,7.4,
8506,/reviews/albums/18789-bryce-hackford-fair/,Bryce Hackford,Fair,2013,7,
8507,/reviews/albums/18705-lumbar-the-first-and-last-days-of-unwelcome/,Lumbar,The First And Last Days Of Unwelcome,2013,7.7,
8508,/reviews/albums/18735-the-thing-boot/,The Thing,BOOT!,2013,7.7,
8509,/reviews/albums/18820-burial-rival-dealer-ep/,Burial,Rival Dealer EP,2013,9,
8510,/reviews/albums/18807-blue-rider/,Zachary Cale,Blue Rider,2013,7.9,
8511,/reviews/albums/18765-vastum-patricidal-lust/,Vastum,Patricidal Lust,2013,7.9,
8512,/reviews/albums/18805-ian-isiah-the-love-champion/,Ian Isiah,The Love Champion,2013,6.6,
8513,/reviews/albums/18816-the-fall-remainderer-ep/,The Fall,Remainderer EP,2013,6.9,
8514,/reviews/albums/18817-childish-gambino-because-the-internet/,Childish Gambino,because the internet,2013,5.8,
8515,/reviews/albums/18776-vangelist-omen-ex-simulacra/,Ævangelist,Omen Ex Simulacra,2013,7,
8516,/reviews/albums/18780-ron-morelli-spit/,Ron Morelli,Spit,2013,6.2,
8517,/reviews/albums/18773-patrick-cowley-school-daze/,Patrick Cowley,School Daze,2013,8.3,
8518,/reviews/albums/18762-xiu-xiu-nina/,Xiu Xiu,Nina,2013,4.7,
8519,/reviews/albums/18757-neil-young-live-at-the-cellar-door/,Neil Young,Live at the Cellar Door,2013,7.7,
8520,/reviews/albums/18790-bjorn-torske-kok-ep/,Bjørn Torske,Kok EP,2013,6.5,
8521,/reviews/albums/18742-robert-beatty-soundtracks-for-takeshi-murata/,Robert Beatty,Soundtracks for Takeshi Murata,2013,6.9,
8522,/reviews/albums/18808-david-novick-david-novick/,David Novick,David Novick,2013,7.1,
8523,/reviews/albums/18810-i-heard-the-angels-singing-electrifying-black-gospel/,null -index error,I Heard The Angels Singing: Electrifying Black Gospel,2013,8.1,
8524,/reviews/albums/18812-r-kelly-black-panties/,R. Kelly,Black Panties,2013,6.8,
8525,/reviews/albums/18803-don-trip-starlito-step-brothers-2/,Don Trip||Starlito,Step Brothers 2,2013,7.7,
8526,/reviews/albums/18620-inquisition-obscure-verses-for-the-multiverse/,Inquisition,Obscure Verses for the Multiverse,2013,8.1,
8527,/reviews/albums/18648-gardland-syndrome-syndrome/,Gardland,Syndrome Syndrome,2013,6.3,
8528,/reviews/albums/18802-robert-pollard-blazing-gentlemen/,Robert Pollard,Blazing Gentlemen,2013,5.7,
8529,/reviews/albums/18801-7-days-of-funk-7-days-of-funk/,7 Days of Funk,7 Days of Funk,2013,7,
8530,/reviews/albums/18744-bloodyminded-within-the-walls/,Bloodyminded,Within The Walls,2013,7.5,
8531,/reviews/albums/18746-noveller-no-dreams/,Noveller,No Dreams,2013,7.2,
8532,/reviews/albums/18737-iron-chic-the-constant-one/,Iron Chic,The Constant One,2013,7.9,
8533,/reviews/albums/18782-cosmic-machine-a-voyage-across-french-cosmic-electronic-avantgarde-1970-1980/,null -index error,Cosmic Machine,2013,7.6,
8534,/reviews/albums/18800-mastodon-live-in-brixton/,Mastodon,Live at Brixton,2013,7.6,
8535,/reviews/albums/18781-physical-therapy-non-drowsy/,Physical Therapy,Non-Drowsy,2013,5.9,
8536,/reviews/albums/18792-patten-eolian-instate-ep/,patten,EOLIAN INSTATE EP,2013,6.9,
8537,/reviews/albums/18739-ejecta-dominae/,Ejecta,Dominae,2013,7,
8538,/reviews/albums/18799-rhys-chatham-harmonie-du-soir/,Rhys Chatham,Harmonie du Soir,2013,7.5,
8539,/reviews/albums/18787-bright-eyes-a-christmas-album/,Bright Eyes,A Christmas Album,2013,7,
8540,/reviews/albums/18545-vaura-the-missing/,Vaura,The Missing,2013,7.5,
8541,/reviews/albums/18786-heatsick-re-engineering/,Heatsick,Re-Engineering,2013,6.8,
8542,/reviews/albums/18814-arc-of-fire-ep/,Kallisti,Arc of Fire EP,2013,6.7,
8543,/reviews/albums/18791-francis-and-the-lights-like-a-dream-ep/,Francis and the Lights,Like a Dream EP,2013,7,
8544,/reviews/albums/18788-beedeegee-sumone/,bEEdEEgEE,SUM/ONE,2013,6.8,
8545,/reviews/albums/18654-capsule-caps-lock/,Capsule,CAPS LOCK,2013,6.1,
8546,/reviews/albums/18659-mike-donovan-wot/,Mike Donovan,Wot,2013,6.4,
8547,/reviews/albums/18797-emily-jane-white-bloodlines/,Emily Jane White,Blood/Lines,2013,6.6,
8548,/reviews/albums/18798-flume-chet-faker-lockjaw-ep/,Flume||Chet Faker,Lockjaw EP,2013,7,
8549,/reviews/albums/18763-black-flag-what-the/,Black Flag,What The...,2013,4.9,
8550,/reviews/albums/18618-perera-elsewhere-everlast/,Perera Elsewhere,Everlast,2013,7.8,
8551,/reviews/albums/18795-guido-moods-of-future-joy/,Guido,Moods of Future Joy,2013,6.3,
8552,/reviews/albums/18796-kevin-morby-harlem-river/,Kevin Morby,Harlem River,2013,7,
8553,/reviews/albums/18767-phill-niblock-nothin-to-look-at-just-a-record/,Phill Niblock,Touch Five,2013,7.4,
8554,/reviews/albums/18760-nick-cave-the-bad-seeds-live-from-kcrw/,Nick Cave & the Bad Seeds,Live from KCRW,2013,7.8,
8555,/reviews/albums/18759-creep-echoes/,CREEP,Echoes,2013,6,
8556,/reviews/albums/18758-beachwood-sparks-desert-skies/,Beachwood Sparks,Desert Skies,2013,5,
8557,/reviews/albums/18785-shearwater-fellow-travelers/,Shearwater,Fellow Travelers,2013,5.8,
8558,/reviews/albums/18784-raum-event-of-your-leaving/,Raum,Event of Your Leaving,2013,7.9,
8559,/reviews/albums/18783-thee-oh-sees-singles-collection-volume-three/,Thee Oh Sees,Singles Collection Volume 3,2013,7.8,
8560,/reviews/albums/18738-hellfyre-club-dorner-vs-tookie/,Hellfyre Club,Dorner vs. Tookie,2013,7.5,
8561,/reviews/albums/18775-teengirl-fantasy-nun-ep/,Teengirl Fantasy,Nun EP,2013,6.7,
8562,/reviews/albums/18729-gap-dream-shine-your-light/,Gap Dream,Shine Your Light,2013,6.7,
8563,/reviews/albums/18695-mick-turner-dont-tell-the-driver/,Mick Turner,Don't Tell the Driver,2013,7.8,
8564,/reviews/albums/18761-milosh-jetlag/,Milosh,Jetlag,2013,6,
8565,/reviews/albums/18721-jensen-sportag-stealth-of-days/,Jensen Sportag,Stealth of Days,2013,6.7,
8566,/reviews/albums/18768-egyptrixx-ab-til-infinity/,Egyptrixx,A/B til Infinity,2013,7.8,
8567,/reviews/albums/18750-sebastien-grainger-yours-to-discover/,Sebastien Grainger,Yours to Discover,2013,3.9,
8568,/reviews/albums/18658-purple-snow-forecasting-the-minneapolis-sound/,null -index error,Purple Snow: Forecasting the Minneapolis Sound,2013,8.4,
8569,/reviews/albums/18769-destroyer-five-spanish-songs/,Destroyer,Five Spanish Songs,2013,7.9,
8570,/reviews/albums/18777-jhene-aiko-sail-out-ep/,Jhené Aiko,Sail Out EP,2013,6.1,
8571,/reviews/albums/18694-title-fight-spring-songs-ep/,Title Fight,Spring Songs EP,2013,7.2,
8572,/reviews/albums/18728-okkyung-lee-c-spencer-yeh-lasse-marhaug-wake-up-awesome/,Okkyung Lee||C. Spencer Yeh||Lasse Marhaug,Wake Up Awesome,2013,7.2,
8573,/reviews/albums/18755-tindersticks-across-six-leap-years/,Tindersticks,Across Six Leap Years,2013,7.4,
8574,/reviews/albums/18703-the-rise-fall-of-paramount-records-volume-one-1917-1932/,null -index error,"The Rise & Fall of Paramount Records, Volume One (1917-1932)",2013,9.2,
8575,/reviews/albums/18774-willie-burns-land-vs-air/,Willie Burns,Land vs Air,2013,7.4,
8576,/reviews/albums/18745-ricardo-donoso-as-iron-sharpens-iron-one-verse-sharpens-anther/,Ricardo Donoso,"As Iron Sharpens Iron, One Verse Sharpens Another",2013,7.2,
8577,/reviews/albums/18743-logos-cold-mission/,Logos,Cold Mission,2013,8.1,
8578,/reviews/albums/18675-russian-circles-memorial/,Russian Circles,Memorial,2013,7.8,
8579,/reviews/albums/18699-the-killers-direct-hits/,The Killers,Direct Hits,2013,6.4,
8580,/reviews/albums/18680-vatican-shadow-remember-your-black-day/,Vatican Shadow,Remember Your Black Day,2013,6.3,
8581,/reviews/albums/18740-fins-fins/,Fins,Fins,2013,7.5,
8582,/reviews/albums/18601-anna-calvi-one-breath/,Anna Calvi,One Breath,2013,6.6,
8583,/reviews/albums/18725-excepter-christisland/,Excepter,Christisland,2013,6.9,
8584,/reviews/albums/18756-soundgarden-screaming-life-fopp/,Soundgarden,Screaming Life/Fopp,2013,6.7,
8585,/reviews/albums/18617-skeletonwitch-serpents-unleashed/,Skeletonwitch,Serpents Unleashed,2013,7.5,
8586,/reviews/albums/18690-minor-alps-get-there/,Minor Alps,Get There,2013,4.9,
8587,/reviews/albums/18686-the-stranger-watching-dead-empires-in-decay/,The Stranger,Watching Dead Empires in Decay,2013,7.6,
8588,/reviews/albums/18753-andrew-bird-i-want-to-see-pulaski-at-night/,Andrew Bird,I Want to See Pulaski at Night,2013,6.5,
8589,/reviews/albums/18779-death-grips-government-plates/,Death Grips,Government Plates,2013,8.4,
8590,/reviews/albums/18683-future-of-the-left-how-to-stop-your-brain-in-an-accident/,Future of the Left,How to Stop Your Brain in an Accident,2013,7.4,
8591,/reviews/albums/18734-fis-preparations-ep/,Fis,Preparations EP,2013,7.7,
8592,/reviews/albums/18700-magik-markers-surrender-to-the-fantasy/,Magik Markers,Surrender to the Fantasy,2013,7.9,
8593,/reviews/albums/18778-saint-heron/,null -index error,Saint Heron,2013,8.1,
8594,/reviews/albums/18754-kurt-vile-sore-eros-kurt-vile-and-the-violators-jamaica-plain-ep-its-a-big-world-out-there-and-i-am-scared/,Kurt Vile||Sore Eros||The Violators,Jamaica Plain EP,2013,5.4,
8595,/reviews/albums/18687-whores-clean/,Whores,Clean,2013,6.4,
8596,/reviews/albums/18716-cate-le-bon-mug-museum/,Cate Le Bon,Mug Museum,2013,7.3,
8597,/reviews/albums/18720-wooden-shjips-back-to-land/,Wooden Shjips,Back to Land,2013,6.5,
8598,/reviews/albums/18660-throwing-muses-purgatoryparadise/,Throwing Muses,Purgatory/Paradise,2013,8,
8599,/reviews/albums/18749-john-talabot-dj-kicks/,John Talabot,DJ-Kicks,2013,7.9,
8600,/reviews/albums/18869-cymbals-the-age-of-fracture/,CYMBALS,The Age of Fracture,2014,7.1,
8601,/reviews/albums/18870-bohren-der-club-of-gore-piano-nights/,Bohren & Der Club of Gore,Piano Nights,2014,7.3,
8602,/reviews/albums/18910-lost-in-the-trees-past-life/,Lost in the Trees,Past Life,2014,7,
8603,/reviews/albums/18948-snowbird-snow/,Snowbird,Moon,2014,6.9,
8604,/reviews/albums/18860-sun-kil-moon-benji/,Sun Kil Moon,Benji,2014,9.2,
8605,/reviews/albums/18928-julie-byrne-rooms-with-walls-and-windows/,Julie Byrne,Rooms With Walls and Windows,2014,7.4,
8606,/reviews/albums/18967-david-first-electronic-works-1976-1977/,David First,Electronic Works 1976-1977,2014,7,
8607,/reviews/albums/18964-ty-dolla-ign-beach-house-ep/,Ty Dolla $ign,Beach House EP,2014,7.6,
8608,/reviews/albums/18908-maximo-park-too-much-information/,Maximo Park,Too Much Information,2014,6.1,
8609,/reviews/albums/18915-ceo-wonderland/,CEO,Wonderland,2014,7.5,
8610,/reviews/albums/18973-radio-niger/,null -index error,Radio Niger,2014,7.3,
8611,/reviews/albums/18942-jess-williamson-native-state/,Jess Williamson,Native State,2014,7.4,
8612,/reviews/albums/18979-tink-winters-diary-2/,Tink,Winter's Diary 2,2014,7.6,
8613,/reviews/albums/18903-quilt-held-in-splendor/,Quilt,Held In Splendor,2014,7,
8614,/reviews/albums/18940-uncle-tupelo-no-depression-legacy-edition/,Uncle Tupelo,No Depression: Legacy Edition,2013,8.4,
8615,/reviews/albums/18943-gem-club-in-roses/,Gem Club,In Roses,2014,7.1,
8616,/reviews/albums/18950-stefan-jaworzyn-drained-of-connotation/,Stefan Jaworzyn,Drained of Connotation,2014,6.5,
8617,/reviews/albums/18937-supreme-cuts-divine-ecstasy/,Supreme Cuts,Divine Ecstasy,2014,4.2,
8618,/reviews/albums/18944-bibio-the-green-ep/,Bibio,The Green EP,2014,6,
8619,/reviews/albums/18826-lambchop-nixon/,Lambchop,Nixon,2014,8.3,
8620,/reviews/albums/18966-demilich-20th-adversary-of-emptiness/,Demilich,20th Adversary of Emptiness,2014,8,
8621,/reviews/albums/18953-cashmere-cat-wedding-bells-ep/,Cashmere Cat,Wedding Bells EP,2014,5.9,
8622,/reviews/albums/18906-pontiak-innocence/,Pontiak,INNOCENCE,2014,6,
8623,/reviews/albums/18946-actress-ghettoville/,Actress,Ghettoville,2014,6.7,
8624,/reviews/albums/18968-four-tet-thirtysixtwentyfive-misnomer-glasshead-dialogue/,Four Tet,Thirtysixtwentyfive,2014,6,
8625,/reviews/albums/18975-argentinum-astrum-malleus-maleficarum/,Argentinum Astrum,Malleus Maleficarum,2014,6.5,
8626,/reviews/albums/18904-morgan-delt-morgan-delt/,Morgan Delt,Morgan Delt,2014,7.6,
8627,/reviews/albums/18905-hospitality-trouble/,Hospitality,Trouble,2014,7.5,
8628,/reviews/albums/18933-cities-aviv-come-to-life/,Cities Aviv,Come to Life,2014,7.3,
8629,/reviews/albums/18912-dum-dum-girls-too-true/,Dum Dum Girls,Too True,2014,7.4,
8630,/reviews/albums/18952-step-brothers-lord-steppington/,Step Brothers,Lord Steppington,2014,7.3,
8631,/reviews/albums/18868-drowners-drowners/,Drowners,Drowners,2014,5.8,
8632,/reviews/albums/18918-tara-jane-oneil-where-shine-new-lights/,Tara Jane O’Neil,Where Shine New Lights,2014,7.9,
8633,/reviews/albums/18898-jeremy-jay-abandoned-apartments/,Jeremy Jay,Abandoned Apartments,2014,5.5,
8634,/reviews/albums/18902-against-me-transgender-dysphoria-blues/,Against Me!,Transgender Dysphoria Blues,2014,7.5,
8635,/reviews/albums/18931-michael-yonkers-jim-woehrle-michael-lee-yonkers-borders-of-my-mind/,Michael Yonkers||Jim Woehrle,Michael Lee Yonkers,2014,6.1,
8636,/reviews/albums/18827-indian-from-all-purity/,Indian,From All Purity,2014,8.2,
8637,/reviews/albums/18926-damien-jurado-brothers-and-sisters-of-the-eternal-son/,Damien Jurado,Brothers and Sisters of the Eternal Son,2014,7.6,
8638,/reviews/albums/18949-nils-frahm-spaces/,Nils Frahm,Spaces,2013,7.8,
8639,/reviews/albums/18866-bill-callahan-have-fun-with-god/,Bill Callahan,Have Fun With God,2014,7.3,
8640,/reviews/albums/18917-shy-boys-shy-boys/,Shy Boys,Shy Boys,2014,7.1,
8641,/reviews/albums/18897-vex-sanctuary-the-complete-discography/,Vex,Sanctuary: The Complete Discography,2014,7.4,
8642,/reviews/albums/18900-jack-name-light-show/,Jack Name,Light Show,2014,7,
8643,/reviews/albums/18793-nick-drake-tuck-box/,Nick Drake,Tuck Box,2014,8.5,
8644,/reviews/albums/18892-warpaint-warpaint/,Warpaint,Warpaint,2014,5.7,
8645,/reviews/albums/18883-graze-edges/,Graze,Edges,2013,7.2,
8646,/reviews/albums/18901-alcest-shelter/,Alcest,Shelter,2014,6.6,
8647,/reviews/albums/18853-doug-paisley-strong-feelings/,Doug Paisley,Strong Feelings,2014,7.5,
8648,/reviews/albums/18895-james-vincent-mcmorrow-post-tropical/,James Vincent McMorrow,Post Tropical,2014,7.1,
8649,/reviews/albums/18855-thee-silver-mt-zion-memorial-orchestra-fuck-off-get-free-we-pour-light-on-everything/,Thee Silver Mt. Zion Memorial Orchestra,Fuck Off Get Free We Pour Light on Everything,2014,8,
8650,/reviews/albums/18920-guerilla-toss-gay-disco/,Guerilla Toss,Gay Disco,2014,6,
8651,/reviews/albums/18893-pangaea-fabriclive-73/,Pangaea,Fabriclive 73,2014,7.7,
8652,/reviews/albums/18865-the-john-lurie-national-orchestra-the-invention-of-animals/,The John Lurie National Orchestra,The Invention of Animals,2014,7.5,
8653,/reviews/albums/18856-killed-by-deathrock-vol-1/,null -index error,Killed by Deathrock: Vol. 1,2014,8,
8654,/reviews/albums/18896-mogwai-rave-tapes/,Mogwai,Rave Tapes,2014,6,
8655,/reviews/albums/18894-lee-bannon-alternate-endings/,Lee Bannon,Alternate / Endings,2014,6.8,
8656,/reviews/albums/18887-big-ups-eighteen-hours-of-static/,Big Ups,Eighteen Hours of Static,2014,7,
8657,/reviews/albums/18854-i-break-horses-chiaroscuro/,I Break Horses,Chiaroscuro,2014,5.9,
8658,/reviews/albums/18852-mark-lanegan-has-god-seen-my-shadow-an-anthology-1989-2011/,Mark Lanegan,Has God Seen My Shadow?: An Anthology 1989-2011,2014,7.5,
8659,/reviews/albums/18834-hiss-golden-messenger-bad-debt/,Hiss Golden Messenger,Bad Debt,2013,8.2,
8660,/reviews/albums/18832-nina-kraviz-nina-kravitz/,Nina Kraviz,Mr. Jones EP,2013,4.5,
8661,/reviews/albums/18899-audion-audion-x/,Audion,Audion X,2013,7.1,
8662,/reviews/albums/18847-gucci-mane-the-state-vs-rodric-davis-the-caged-bird-sings/,Gucci Mane,The State vs. Rodric Davis II: The Caged Bird Sings,2013,5.6,
8663,/reviews/albums/18891-you-blew-it-keep-doing-what-youre-doing/,You Blew It!,Keep Doing What You're Doing,2014,7.6,
8664,/reviews/albums/18770-the-velvet-underground-white-lightwhite-heat/,The Velvet Underground,White Light/White Heat,2013,10,
8665,/reviews/albums/18885-fabolous-the-soul-tape-3/,Fabolous,The Soul Tape 3,2013,6.2,
8666,/reviews/albums/18842-the-lucksmiths-cartography-for-beginners-a-best-of-the-lucksmiths/,The Lucksmiths,Cartography for Beginners: A Best of the Lucksmiths,2013,7.4,
8667,/reviews/albums/18846-peter-moren-broken-swenglish-vol-1-ep/,Peter Morén,Broken Swenglish Vol. 1 EP,2013,5.8,
8668,/reviews/albums/18884-kool-ad-not-ok/,Kool A.D.,Not O.K.,2013,6.6,
8669,/reviews/albums/18835-sharon-jones-and-the-dap-kings-give-the-people-what-they-want/,Sharon Jones and the Dap-Kings,Give the People What They Want,2013,7.7,
8670,/reviews/albums/18877-the-gories-the-shaw-tapes-live-in-detroit-52788/,The Gories,The Shaw Tapes: Live in Detroit 5/27/88,2013,7,
8671,/reviews/albums/18848-painted-palms-forever/,Painted Palms,Forever,2014,5.7,
8672,/reviews/albums/18882-del-the-funky-homosapien-iller-than-most/,Del Tha Funkee Homosapien,Iller Than Most,2014,7.4,
8673,/reviews/albums/18886-cybotron-enter/,Cybotron,Enter,2013,8.7,
8674,/reviews/albums/18890-disclosure-settle-the-remixes/,Disclosure,Settle: The Remixes,2013,5.9,
8675,/reviews/albums/18850-lanterns-on-the-lake-until-the-colours-run/,Lanterns on the Lake,Until the Colours Run,2014,6.2,
8676,/reviews/albums/18849-blank-realm-grassed-inn/,Blank Realm,Grassed Inn,2014,8,
8677,/reviews/albums/18879-roc-marciano-marci-beaucoup/,Roc Marciano,Marci Beaucoup,2013,6.8,
8678,/reviews/albums/18837-ariel-pink-early-live-recordings/,Ariel Pink,Early Live Recordings,2013,4.4,
8679,/reviews/albums/18833-bruce-springsteen-high-hopes/,Bruce Springsteen,High Hopes,2013,4,
8680,/reviews/albums/18829-sick-thoughts-terminal-teen-age/,Sick Thoughts,Terminal Teen Age,2013,7.7,
8681,/reviews/albums/18809-big-business-battlefields-forever/,Big Business,Battlefields Forever,2013,8,
8682,/reviews/albums/18873-self-defense-family-try-me/,Self Defense Family,Try Me,2014,7.2,
8683,/reviews/albums/18876-angel-haze-dirty-gold/,Angel Haze,Dirty Gold,2014,5.9,
8684,/reviews/albums/18875-pixies-ep-2/,Pixies,EP-2,2014,2,
8685,/reviews/albums/18872-dudley-perkins-dr-stokley/,Dudley Perkins,Dr. Stokley,2013,5.8,
8686,/reviews/albums/18841-magic-trick-river-of-souls/,Magic Trick,River of Souls,2013,6.3,
8687,/reviews/albums/18845-luciano-cilio-delluniverso-assente/,Luciano Cilio,Dell’Universo Assente,2013,8.4,
8688,/reviews/albums/18823-mouse-on-mars-spezmodia-ep/,Mouse on Mars,Spezmodia EP,2014,7.9,
8689,/reviews/albums/18840-busta-rhymes-q-tip-the-abstract-and-the-dragon/,Busta Rhymes||Q-Tip,The Abstract And The Dragon,2013,6.6,
8690,/reviews/albums/18880-way-through-clapper-is-still/,Way Through,Clapper Is Still,2013,7.4,
8691,/reviews/albums/18819-ukkonen-the-ancient-tonalities-of/,Ukkonen,The Ancient Tonalities Of…,2013,6.9,
8692,/reviews/albums/18889-harold-budd-wind-in-lonely-fences-1970-2011/,Harold Budd,Wind In Lonely Fences 1970 - 2011,2013,7.8,
8693,/reviews/albums/18831-king-louie-drilluminati-2/,King L,Drilluminati 2,2013,6.7,
8694,/reviews/albums/18830-clams-casino-instrumental-tape-3/,Clams Casino,Instrumental Tape 3,2013,7.2,
8695,/reviews/albums/18794-barnett-coloccia-retrieval/,Barnett + Coloccia,Retrieval,2013,6.8,
8696,/reviews/albums/18722-justus-kohncke-justus-kohncke-the-wonderful-frequency-band/,Justus Köhncke,Justus Köhncke & the Wonderful Frequency Band,2013,6.5,
8697,/reviews/albums/18825-theres-a-dream-ive-been-saving-lee-hazlewood-industries-19661971/,null -index error,There’s A Dream I’ve Been Saving: Lee Hazlewood Industries 1966–1971,2013,7.8,
8698,/reviews/albums/18839-lies-presents-music-for-shut-ins/,null -index error,L.I.E.S. Presents: Music for Shut-Ins,2013,7.8,
8699,/reviews/albums/18822-stephen-malkmus-and-the-jicks-wig-out-at-jagbags/,Stephen Malkmus and the Jicks,Wig Out at Jagbags,2014,7,
8700,/reviews/albums/18838-the-verlaines-hallelujah-all-the-way-home-juvenilia/,The Verlaines,Hallelujah All the Way Home,2013,7.6,
8701,/reviews/albums/18818-kerridge-a-fallen-empire/,Kerridge,A Fallen Empire,2013,6.7,
8702,/reviews/albums/18813-drexciya-journey-of-the-deep-sea-dweller-iv/,Drexciya,Journey of the Deep Sea Dweller IV,2013,7.9,
8703,/reviews/albums/18843-e-40-the-block-brochure-welcome-to-the-soil-pt-4-5-6/,E-40,"The Block Brochure: Welcome To the Soil, Pt. 4, 5, & 6",2013,7.5,
8704,/reviews/albums/18821-beyonce-beyonce/,Beyoncé,Beyoncé,2013,8.8,
8705,/reviews/albums/18804-saada-bonaire-saada-bonaire/,Saâda Bonaire,Saâda Bonaire,2013,7.4,
8706,/reviews/albums/18789-bryce-hackford-fair/,Bryce Hackford,Fair,2013,7,
8707,/reviews/albums/18705-lumbar-the-first-and-last-days-of-unwelcome/,Lumbar,The First And Last Days Of Unwelcome,2013,7.7,
8708,/reviews/albums/18735-the-thing-boot/,The Thing,BOOT!,2013,7.7,
8709,/reviews/albums/18820-burial-rival-dealer-ep/,Burial,Rival Dealer EP,2013,9,
8710,/reviews/albums/18807-blue-rider/,Zachary Cale,Blue Rider,2013,7.9,
8711,/reviews/albums/18765-vastum-patricidal-lust/,Vastum,Patricidal Lust,2013,7.9,
8712,/reviews/albums/18805-ian-isiah-the-love-champion/,Ian Isiah,The Love Champion,2013,6.6,
8713,/reviews/albums/18816-the-fall-remainderer-ep/,The Fall,Remainderer EP,2013,6.9,
8714,/reviews/albums/18817-childish-gambino-because-the-internet/,Childish Gambino,because the internet,2013,5.8,
8715,/reviews/albums/18776-vangelist-omen-ex-simulacra/,Ævangelist,Omen Ex Simulacra,2013,7,
8716,/reviews/albums/18780-ron-morelli-spit/,Ron Morelli,Spit,2013,6.2,
8717,/reviews/albums/18773-patrick-cowley-school-daze/,Patrick Cowley,School Daze,2013,8.3,
8718,/reviews/albums/18762-xiu-xiu-nina/,Xiu Xiu,Nina,2013,4.7,
8719,/reviews/albums/18757-neil-young-live-at-the-cellar-door/,Neil Young,Live at the Cellar Door,2013,7.7,
8720,/reviews/albums/18790-bjorn-torske-kok-ep/,Bjørn Torske,Kok EP,2013,6.5,
8721,/reviews/albums/18742-robert-beatty-soundtracks-for-takeshi-murata/,Robert Beatty,Soundtracks for Takeshi Murata,2013,6.9,
8722,/reviews/albums/18808-david-novick-david-novick/,David Novick,David Novick,2013,7.1,
8723,/reviews/albums/18810-i-heard-the-angels-singing-electrifying-black-gospel/,null -index error,I Heard The Angels Singing: Electrifying Black Gospel,2013,8.1,
8724,/reviews/albums/18812-r-kelly-black-panties/,R. Kelly,Black Panties,2013,6.8,
8725,/reviews/albums/18803-don-trip-starlito-step-brothers-2/,Don Trip||Starlito,Step Brothers 2,2013,7.7,
8726,/reviews/albums/18620-inquisition-obscure-verses-for-the-multiverse/,Inquisition,Obscure Verses for the Multiverse,2013,8.1,
8727,/reviews/albums/18648-gardland-syndrome-syndrome/,Gardland,Syndrome Syndrome,2013,6.3,
8728,/reviews/albums/18802-robert-pollard-blazing-gentlemen/,Robert Pollard,Blazing Gentlemen,2013,5.7,
8729,/reviews/albums/18801-7-days-of-funk-7-days-of-funk/,7 Days of Funk,7 Days of Funk,2013,7,
8730,/reviews/albums/18744-bloodyminded-within-the-walls/,Bloodyminded,Within The Walls,2013,7.5,
8731,/reviews/albums/18746-noveller-no-dreams/,Noveller,No Dreams,2013,7.2,
8732,/reviews/albums/18737-iron-chic-the-constant-one/,Iron Chic,The Constant One,2013,7.9,
8733,/reviews/albums/18782-cosmic-machine-a-voyage-across-french-cosmic-electronic-avantgarde-1970-1980/,null -index error,Cosmic Machine,2013,7.6,
8734,/reviews/albums/18800-mastodon-live-in-brixton/,Mastodon,Live at Brixton,2013,7.6,
8735,/reviews/albums/18781-physical-therapy-non-drowsy/,Physical Therapy,Non-Drowsy,2013,5.9,
8736,/reviews/albums/18792-patten-eolian-instate-ep/,patten,EOLIAN INSTATE EP,2013,6.9,
