,score
2142,7.5
2143,7.7
2144,7.4
2145,6.5
2146,7.8
2147,7.6
2148,7.6
2149,8.4
2150,7.0
2151,7.4
2152,8.7
2153,7.5
2154,7.2
2155,6.8
2156,5.9
2157,5.8
2158,7.1
2159,6.0
2160,5.2
2161,7.4
2162,8.0
2163,8.5
2164,8.0
2165,6.6
2166,7.4
2167,8.6
2168,7.0
2169,6.6
2170,7.5
2171,7.9
2172,8.0
2173,2.8
2174,8.0
2175,5.6
2176,7.7
2177,7.7
2178,6.8
2179,7.6
2180,7.3
2181,4.9
2182,8.2
2183,7.6
2184,8.0
2185,7.1
2186,8.0
2187,8.8
2188,6.8
2189,6.0
2190,5.6
2191,7.7
2192,7.9
2193,8.0
2194,5.1
2195,6.6
2196,6.2
2197,8.0
2198,7.6
2199,7.3
2200,7.9
2201,9.0
2202,9.3
2203,6.5
2204,7.1
2205,8.2
2206,8.2
2207,7.0
2208,8.1
2209,3.5
2210,7.7
2211,7.7
2212,6.7
2213,6.7
2214,7.6
2215,8.0
2216,7.5
2217,8.1
2218,6.5
2219,6.9
2220,7.7
2221,9.5
2222,8.0
2223,7.4
2224,6.8
2225,7.6
2226,6.7
2227,7.2
2228,7.7
2229,8.5
2230,7.5
2231,7.3
2232,6.1
2233,7.1
2234,7.3
2235,1.6
2236,6.3
2237,7.0
2238,6.3
2239,6.0
2240,8.0
2241,7.2
2242,10.0
2243,8.1
2244,6.7
2245,7.6
2246,6.2
2247,7.8
2248,5.9
2249,6.7
2250,7.2
2251,7.5
2252,6.4
2253,7.6
2254,7.6
2255,7.2
2256,6.0
2257,6.5
2258,6.6
2259,7.5
2260,6.7
2261,7.6
2262,9.0
2263,7.6
2264,7.2
2265,7.0
2266,7.6
2267,7.0
2268,8.0
2269,7.9
2270,7.7
2271,10.0
2272,7.6
2273,6.8
2274,7.4
2275,8.2
2276,7.4
2277,7.8
2278,7.6
2279,7.4
2280,7.8
2281,6.9
2282,7.7
2283,7.3
2284,6.9
2285,8.3
2286,7.2
2287,8.5
2288,7.7
2289,7.5
2290,7.1
2291,7.3
2292,7.4
2293,7.2
2294,7.3
2295,6.9
2296,7.8
2297,7.7
2298,7.5
2299,7.6
2300,5.3
2301,7.1
2302,7.5
2303,7.4
2304,7.4
2305,7.1
2306,9.0
2307,7.5
2308,8.0
2309,6.2
2310,7.8
2311,8.5
2312,7.1
2313,6.7
2314,6.6
2315,7.9
2316,7.4
2317,6.4
2318,6.6
2319,8.0
2320,5.5
2321,8.5
2322,7.3
2323,7.5
2324,7.8
2325,8.0
2326,7.3
2327,7.5
2328,7.6
2329,7.5
2330,7.9
2331,7.9
2332,6.1
2333,7.8
2334,7.7
2335,5.0
2336,7.4
2337,7.5
2338,8.6
2339,7.6
2340,8.0
2341,7.4
2342,8.1
2343,7.7
2344,5.6
2345,8.1
2346,7.7
2347,7.2
2348,10.0
2349,7.3
2350,7.7
2351,8.7
2352,7.8
2353,8.2
2354,7.7
2355,8.0
2356,7.0
2357,7.8
2358,5.9
2359,5.7
2360,6.4
2361,7.7
2362,6.7
2363,7.7
2364,5.8
2365,7.3
2366,7.5
2367,8.3
2368,8.1
2369,7.7
2370,7.3
2371,8.7
2372,7.5
2373,7.2
2374,7.8
2375,9.1
2376,7.3
2377,2.6
2378,6.5
2379,5.0
2380,6.6
2381,8.1
2382,7.2
2383,7.0
2384,7.5
2385,7.8
2386,9.5
2387,9.4
2388,5.7
2389,7.3
2390,7.5
2391,7.0
2392,7.4
2393,7.6
2394,6.3
2395,6.5
2396,7.2
2397,8.0
2398,7.1
2399,7.6
2400,4.0
2401,6.9
2402,7.2
2403,7.3
2404,6.1
2405,7.1
2406,7.6
2407,7.0
2408,7.5
2409,7.2
2410,7.6
2411,6.9
2412,7.3
2413,7.6
2414,8.0
2415,6.8
2416,6.8
2417,7.3
2418,7.4
2419,7.3
2420,6.6
2421,8.1
2422,6.0
2423,7.2
2424,7.2
2425,6.0
2426,7.8
2427,7.7
2428,8.0
2429,5.9
2430,7.4
2431,7.9
2432,7.3
2433,7.2
2434,8.8
2435,7.0
2436,7.5
2437,7.6
2438,6.9
2439,7.6
2440,7.1
2441,7.0
2442,7.7
2443,6.2
2444,6.2
2445,7.6
2446,6.8
2447,7.8
2448,6.6
2449,8.0
2450,7.4
2451,8.7
2452,8.2
2453,7.6
2454,8.3
2455,3.6
2456,7.4
2457,7.3
2458,7.7
2459,7.5
2460,7.7
2461,4.3
2462,4.7
2463,7.0
2464,7.8
2465,7.2
2466,7.2
2467,6.5
2468,7.3
2469,7.2
2470,7.5
2471,8.7
2472,7.9
2473,7.7
2474,7.5
2475,6.4
2476,7.8
2477,4.1
2478,7.6
2479,7.8
2480,7.3
2481,6.8
2482,6.0
2483,6.9
2484,4.7
2485,6.9
2486,6.1
2487,7.6
2488,7.4
2489,8.0
2490,7.2
2491,7.7
2492,7.4
2493,6.5
2494,7.3
2495,7.6
2496,7.5
2497,6.5
2498,7.7
2499,5.1
2500,7.6
2501,4.2
2502,7.1
2503,7.2
2504,7.2
2505,6.2
2506,7.2
2507,6.7
2508,8.3
2509,7.8
2510,7.4
2511,7.8
2512,7.8
2513,8.8
2514,6.9
2515,6.3
2516,7.8
2517,8.1
2518,7.9
2519,8.5
2520,7.0
2521,6.8
2522,7.3
2523,7.4
2524,4.8
2525,8.0
2526,5.2
2527,7.4
2528,7.8
2529,7.3
2530,5.7
2531,9.4
2532,8.0
2533,7.2
2534,6.0
2535,8.5
2536,8.0
2537,7.7
2538,6.5
2539,7.2
2540,7.3
2541,7.1
2542,8.0
2543,6.9
2544,8.0
2545,7.2
2546,7.5
2547,7.2
2548,7.6
2549,7.6
2550,7.7
2551,7.8
2552,8.5
2553,7.0
2554,8.2
2555,6.1
2556,8.0
2557,7.4
2558,7.5
2559,8.0
2560,6.9
2561,6.8
2562,7.4
2563,6.8
2564,8.7
2565,7.4
2566,7.0
2567,7.8
2568,6.8
2569,7.8
2570,4.2
2571,5.6
2572,7.6
2573,7.3
2574,7.5
2575,5.9
2576,7.8
2577,6.9
2578,7.2
2579,6.3
2580,8.0
2581,7.6
2582,7.7
2583,7.7
2584,8.0
2585,7.8
2586,8.0
2587,8.0
2588,7.8
2589,8.8
2590,7.6
2591,7.4
2592,7.4
2593,8.0
2594,7.7
2595,6.0
2596,6.6
2597,6.1
2598,8.2
2599,6.7
2600,7.1
2601,7.0
2602,7.8
2603,7.8
2604,5.7
2605,7.1
2606,6.0
2607,7.9
2608,5.0
2609,7.3
2610,8.6
2611,6.8
2612,6.9
2613,8.1
2614,8.1
2615,7.7
2616,7.8
2617,6.4
2618,6.3
2619,5.4
2620,7.4
2621,8.3
2622,8.1
2623,7.9
2624,7.6
2625,7.9
2626,7.5
2627,7.7
2628,10.0
2629,6.1
2630,6.7
2631,7.0
2632,5.7
2633,8.7
2634,7.7
2635,7.0
2636,8.0
2637,7.3
2638,7.7
2639,6.1
2640,6.8
2641,6.8
2642,7.1
2643,6.8
2644,7.7
2645,5.9
2646,7.6
2647,7.1
2648,7.1
2649,7.9
2650,6.9
2651,10.0
2652,7.8
2653,7.4
2654,7.8
2655,4.8
2656,8.5
2657,6.4
2658,7.6
2659,7.5
2660,6.8
2661,8.0
2662,7.0
2663,7.3
2664,5.1
2665,6.3
2666,7.3
2667,7.4
2668,7.7
2669,6.7
2670,7.5
2671,7.9
2672,7.8
2673,7.5
2674,7.3
2675,4.2
2676,8.3
2677,7.0
2678,8.0
2679,6.0
2680,7.7
2681,6.9
2682,6.6
2683,5.3
2684,7.0
2685,7.8
2686,7.4
2687,7.9
2688,6.6
2689,7.6
2690,7.1
2691,7.1
2692,6.5
2693,9.0
2694,9.5
2695,7.2
2696,7.7
2697,8.0
2698,7.8
2699,7.5
2700,7.7
2701,7.8
2702,8.6
2703,6.5
2704,7.3
2705,6.8
2706,8.5
2707,6.8
2708,6.9
2709,7.6
2710,7.8
2711,7.3
2712,7.5
2713,8.1
2714,6.4
2715,7.5
2716,7.7
2717,9.4
2718,7.5
2719,7.9
2720,7.4
2721,7.5
2722,8.9
2723,7.5
2724,7.5
2725,7.4
2726,7.0
2727,8.3
2728,8.0
2729,7.7
2730,7.9
2731,7.1
2732,4.6
2733,6.9
2734,8.1
2735,7.2
2736,7.2
2737,8.6
2738,8.0
2739,7.9
2740,9.3
2741,6.9
2742,6.8
2743,6.9
2744,7.5
2745,8.8
2746,8.1
2747,7.4
2748,8.0
2749,7.5
2750,5.6
2751,6.8
2752,4.6
2753,7.2
2754,10.0
2755,7.5
2756,7.7
2757,8.1
2758,6.6
2759,7.0
2760,7.8
2761,7.6
2762,7.5
2763,9.2
2764,7.4
2765,7.5
2766,7.1
2767,7.7
2768,7.4
2769,6.7
2770,6.7
2771,8.4
2772,7.7
2773,7.3
2774,7.8
2775,5.9
2776,5.7
2777,6.3
2778,6.7
2779,6.4
2780,4.9
2781,8.0
2782,6.8
2783,8.7
2784,6.0
2785,4.8
2786,4.6
2787,6.9
2788,7.4
2789,6.8
2790,8.4
2791,5.6
2792,6.8
2793,7.3
2794,7.6
2795,5.9
2796,7.1
2797,6.7
2798,8.3
2799,7.6
2800,7.5
2801,7.2
2802,7.4
2803,6.5
2804,7.3
2805,9.4
2806,7.2
2807,7.5
2808,6.7
2809,7.6
2810,5.3
2811,6.5
2812,3.0
2813,8.7
2814,7.5
2815,7.2
2816,6.8
2817,8.6
2818,4.7
2819,8.0
2820,6.5
2821,8.7
2822,7.1
2823,7.2
2824,6.7
2825,7.0
2826,6.6
2827,7.5
2828,8.2
2829,6.7
2830,7.7
2831,5.5
2832,8.0
2833,7.1
2834,8.0
2835,7.4
2836,5.4
2837,6.9
2838,8.1
2839,7.3
2840,8.4
2841,7.0
2842,6.1
2843,6.5
2844,7.4
2845,7.7
2846,8.7
2847,7.0
2848,6.0
2849,6.4
2850,8.0
2851,6.9
2852,5.8
2853,7.4
2854,8.6
2855,7.7
2856,7.6
2857,8.1
2858,7.8
2859,6.8
2860,6.7
2861,5.2
2862,6.0
2863,7.5
2864,8.3
2865,7.6
2866,7.2
2867,7.4
2868,7.4
2869,6.4
2870,7.4
2871,8.7
2872,7.7
2873,7.2
2874,6.8
2875,4.7
2876,8.0
2877,8.3
2878,6.3
2879,7.6
2880,6.1
2881,6.2
2882,7.7
2883,6.7
2884,7.5
2885,6.8
2886,7.6
2887,7.4
2888,7.2
2889,6.4
2890,7.7
2891,7.4
2892,6.2
2893,10.0
2894,7.8
2895,7.4
2896,5.2
2897,6.8
2898,8.5
2899,7.3
2900,7.6
2901,7.7
2902,8.0
2903,6.7
2904,7.0
2905,7.8
2906,7.2
2907,6.5
2908,7.6
2909,7.2
2910,8.0
2911,5.8
2912,7.3
2913,6.8
2914,7.3
2915,7.5
2916,9.6
2917,5.7
2918,7.4
2919,5.8
2920,7.4
2921,6.8
2922,7.2
2923,7.4
2924,7.6
2925,5.5
2926,8.0
2927,7.4
2928,5.9
2929,8.1
2930,7.3
2931,8.4
2932,7.7
2933,6.6
2934,7.8
2935,8.0
2936,9.3
2937,6.6
2938,7.7
2939,7.4
2940,7.2
2941,7.1
2942,7.8
2943,6.7
2944,8.8
2945,6.2
2946,5.8
2947,7.0
2948,5.4
2949,7.5
2950,6.7
2951,5.2
2952,7.7
2953,6.4
2954,6.3
2955,7.0
2956,8.3
2957,5.0
2958,7.4
2959,7.2
2960,5.6
2961,7.8
2962,8.0
2963,8.7
2964,8.0
2965,7.2
2966,3.3
2967,7.6
2968,7.8
2969,7.3
2970,8.1
2971,6.6
2972,8.6
2973,7.0
2974,5.5
2975,7.1
2976,7.9
2977,8.5
2978,8.8
2979,5.8
2980,6.9
2981,7.7
2982,7.3
2983,7.7
2984,8.0
2985,7.8
2986,6.8
2987,7.1
2988,7.5
2989,7.5
2990,6.1
2991,5.2
2992,7.9
2993,8.4
2994,7.5
2995,7.3
2996,7.4
2997,5.9
2998,6.5
2999,9.5
3000,4.7
3001,6.0
3002,7.0
3003,7.0
3004,6.8
3005,7.4
3006,5.2
3007,6.9
3008,7.8
3009,7.6
3010,6.7
3011,7.2
3012,7.0
3013,5.9
3014,7.8
3015,7.7
3016,7.5
3017,6.3
3018,7.9
3019,4.1
3020,7.4
3021,6.8
3022,7.6
3023,3.8
3024,8.0
3025,7.7
3026,7.2
3027,7.6
3028,7.7
3029,7.0
3030,7.7
3031,6.8
3032,6.9
3033,6.4
3034,7.8
3035,6.6
3036,7.0
3037,8.0
3038,7.8
3039,6.0
3040,7.7
3041,6.8
3042,9.4
3043,9.0
3044,7.4
3045,6.1
3046,7.0
3047,8.1
3048,6.9
3049,7.4
3050,6.9
3051,8.0
3052,7.8
3053,7.2
3054,6.2
3055,6.6
3056,6.2
3057,6.4
3058,5.7
3059,7.3
3060,5.7
3061,7.1
3062,6.8
3063,8.1
3064,7.5
3065,6.4
3066,6.3
3067,7.2
3068,6.8
3069,7.3
3070,6.8
3071,7.5
3072,8.1
3073,7.6
3074,6.6
3075,7.7
3076,6.4
3077,5.8
3078,7.0
3079,6.6
3080,6.6
3081,7.3
3082,7.7
3083,8.4
3084,8.3
3085,7.5
3086,6.8
3087,8.8
3088,7.0
3089,7.6
3090,8.2
3091,7.9
3092,7.3
3093,7.3
3094,7.4
3095,5.9
3096,7.7
3097,7.4
3098,6.3
3099,5.1
3100,7.1
3101,8.4
3102,5.0
3103,8.0
3104,9.1
3105,7.5
3106,7.4
3107,7.6
3108,6.2
3109,8.0
3110,6.0
3111,5.9
3112,7.7
3113,7.6
3114,6.4
3115,7.3
3116,7.4
3117,7.6
3118,7.3
3119,7.9
3120,7.1
3121,7.0
3122,7.2
3123,7.0
3124,7.2
3125,7.3
3126,6.5
3127,7.0
3128,3.5
3129,6.6
3130,7.7
3131,6.7
3132,9.0
3133,8.1
3134,4.1
3135,7.8
3136,8.7
3137,10.0
3138,6.0
3139,7.6
3140,8.1
3141,8.4
3142,7.2
3143,7.4
3144,8.1
3145,6.2
3146,6.8
3147,7.2
3148,7.0
3149,7.9
3150,7.1
3151,7.9
3152,7.0
3153,8.4
3154,7.3
3155,6.8
3156,6.5
3157,7.2
3158,6.7
3159,8.0
3160,6.9
3161,5.5
3162,5.7
3163,5.1
3164,7.7
3165,7.9
3166,8.0
3167,7.8
3168,7.1
3169,9.3
3170,8.5
3171,7.6
3172,7.8
3173,8.7
3174,7.4
3175,7.0
3176,7.7
3177,7.6
3178,7.4
3179,7.8
3180,5.2
3181,7.1
3182,6.4
3183,9.3
3184,6.9
3185,6.8
3186,6.8
3187,6.5
3188,7.7
3189,7.0
3190,8.1
3191,8.9
3192,6.8
3193,8.2
3194,7.6
3195,7.3
3196,7.9
3197,8.0
3198,8.2
3199,7.6
3200,6.4
3201,6.7
3202,6.3
3203,6.6
3204,7.1
3205,7.4
3206,8.1
3207,6.2
3208,6.9
3209,9.0
3210,7.5
3211,5.0
3212,7.8
3213,8.2
3214,8.2
3215,6.8
3216,8.0
3217,5.9
3218,7.9
3219,6.7
3220,8.2
3221,8.1
3222,6.1
3223,7.0
3224,7.8
3225,7.4
3226,8.1
3227,9.4
3228,8.8
3229,8.5
3230,8.7
3231,8.7
3232,7.3
3233,7.6
3234,9.7
3235,8.0
3236,6.8
3237,7.4
3238,6.1
3239,8.6
3240,8.0
3241,7.8
3242,6.0
3243,4.3
3244,7.5
3245,5.7
3246,8.5
3247,6.5
3248,7.5
3249,7.1
3250,7.2
3251,5.8
3252,6.9
3253,8.0
3254,8.0
3255,6.4
3256,7.2
3257,10.0
3258,4.5
3259,7.5
3260,7.6
3261,7.9
3262,7.9
3263,8.2
3264,8.5
3265,7.8
3266,7.4
3267,6.7
3268,6.5
3269,7.6
3270,7.5
3271,7.7
3272,6.3
3273,7.2
3274,6.6
3275,6.8
3276,7.6
3277,6.4
3278,6.4
3279,6.6
3280,7.8
3281,7.4
3282,9.0
3283,7.2
3284,7.6
3285,7.5
3286,7.6
3287,4.8
3288,7.2
3289,6.9
3290,6.7
3291,8.0
3292,5.9
3293,6.2
3294,9.2
3295,8.1
3296,7.0
3297,8.8
3298,8.7
3299,8.0
3300,7.6
3301,6.4
3302,8.4
3303,8.0
3304,7.6
3305,7.1
3306,8.6
3307,8.1
3308,7.4
3309,7.0
3310,6.7
3311,7.2
3312,8.3
3313,7.2
3314,7.3
3315,8.0
3316,7.2
3317,7.4
3318,8.0
3319,7.0
3320,6.9
3321,7.7
3322,7.6
3323,7.2
3324,6.4
3325,7.3
3326,4.7
3327,7.8
3328,7.7
3329,7.1
3330,8.5
3331,7.5
3332,7.7
3333,8.6
3334,7.1
3335,6.4
3336,7.9
3337,5.4
3338,7.2
3339,5.2
3340,7.3
3341,7.0
3342,7.6
3343,8.6
3344,7.8
3345,8.5
3346,7.6
3347,7.0
3348,6.3
3349,6.7
3350,7.3
3351,7.9
3352,5.8
3353,6.3
3354,5.1
3355,7.4
3356,6.5
3357,4.6
3358,8.1
3359,6.8
3360,6.5
3361,6.8
3362,7.1
3363,6.4
3364,8.4
3365,7.2
3366,6.4
3367,7.8
3368,8.2
3369,5.8
3370,7.6
3371,7.5
3372,6.6
3373,7.5
3374,5.7
3375,7.7
3376,7.1
3377,8.4
3378,6.2
3379,5.8
3380,7.5
3381,8.4
3382,7.7
3383,7.3
3384,8.0
3385,6.9
3386,7.8
3387,6.3
3388,8.0
3389,5.3
3390,7.7
3391,7.3
3392,6.8
3393,7.4
3394,6.8
3395,8.3
3396,7.2
3397,8.0
3398,7.7
3399,7.6
3400,7.7
3401,8.3
3402,8.1
3403,7.4
3404,6.4
3405,7.7
3406,8.5
3407,6.5
3408,7.6
3409,7.4
3410,6.5
3411,6.0
3412,7.5
3413,7.4
3414,7.7
3415,8.1
3416,6.4
3417,7.4
3418,7.4
3419,6.0
3420,6.7
3421,6.9
3422,7.5
3423,7.4
3424,8.2
3425,6.5
3426,7.3
3427,8.7
3428,8.0
3429,7.3
3430,7.6
3431,8.5
3432,7.5
3433,8.0
3434,7.7
3435,8.3
3436,7.6
3437,7.4
3438,6.0
3439,6.8
3440,7.2
3441,6.1
3442,7.3
3443,7.6
3444,8.9
3445,9.1
3446,7.2
3447,7.3
3448,6.0
3449,7.3
3450,7.1
3451,6.1
3452,6.5
3453,8.5
3454,6.7
3455,7.4
3456,9.0
3457,6.5
3458,8.1
3459,7.6
3460,6.8
3461,7.3
3462,6.7
3463,9.0
3464,6.4
3465,7.1
3466,7.0
3467,6.7
3468,6.8
3469,7.4
3470,7.9
3471,7.7
3472,7.5
3473,7.1
3474,7.5
3475,5.6
3476,7.1
3477,7.0
3478,6.0
3479,5.4
3480,8.0
3481,7.3
3482,7.2
3483,7.0
3484,9.1
3485,6.2
3486,6.7
3487,7.8
3488,6.8
3489,6.6
3490,6.9
3491,5.9
3492,9.5
3493,7.7
3494,7.4
3495,7.6
3496,4.8
3497,8.6
3498,7.8
3499,7.3
3500,7.4
3501,5.9
3502,6.9
3503,6.6
3504,7.6
3505,7.2
3506,9.4
3507,6.8
3508,7.3
3509,7.3
3510,7.6
3511,5.6
3512,7.3
3513,6.9
3514,8.0
3515,7.4
3516,7.7
3517,6.6
3518,7.5
3519,7.3
3520,8.5
3521,7.3
3522,6.8
3523,7.7
3524,7.6
3525,7.9
3526,5.5
3527,7.7
3528,6.7
3529,9.2
3530,6.7
3531,6.2
3532,7.3
3533,8.5
3534,7.0
3535,7.8
3536,6.9
3537,7.7
3538,6.9
3539,6.5
3540,6.8
3541,7.0
3542,8.0
3543,7.7
3544,7.1
3545,7.4
3546,7.8
3547,5.8
3548,6.8
3549,8.0
3550,10.0
3551,7.6
3552,8.0
3553,8.7
3554,7.7
3555,8.2
3556,7.0
3557,6.5
3558,7.3
3559,6.5
3560,8.1
3561,6.7
3562,6.9
3563,7.6
3564,7.8
3565,7.3
3566,8.4
3567,5.1
3568,7.4
3569,7.7
3570,5.2
3571,8.0
3572,7.6
3573,7.8
3574,5.6
3575,6.6
3576,6.9
3577,7.4
3578,7.8
3579,8.4
3580,7.2
3581,7.5
3582,8.7
3583,8.1
3584,5.8
3585,7.6
3586,7.4
3587,8.3
3588,7.2
3589,6.0
3590,6.7
3591,8.0
3592,7.1
3593,8.2
3594,7.3
3595,8.0
3596,7.8
3597,6.6
3598,6.9
3599,7.4
3600,7.7
3601,6.1
3602,7.4
3603,7.0
3604,7.9
3605,6.7
3606,6.5
3607,8.7
3608,7.3
3609,6.9
3610,10.0
3611,7.7
3612,7.5
3613,7.6
3614,8.1
3615,7.1
3616,7.2
3617,8.0
3618,7.6
3619,7.5
3620,7.6
3621,7.4
3622,6.3
3623,8.1
3624,7.8
3625,9.0
3626,6.3
3627,5.7
3628,7.8
3629,8.8
3630,8.0
3631,7.5
3632,8.7
3633,8.0
3634,7.8
3635,7.2
3636,7.8
3637,7.4
3638,7.7
3639,8.4
3640,8.0
3641,6.3
3642,6.5
3643,5.9
3644,7.2
3645,8.5
3646,7.3
3647,7.6
3648,7.6
3649,6.9
3650,8.3
3651,7.8
3652,7.5
3653,7.4
3654,7.0
3655,7.6
3656,7.7
3657,7.4
3658,6.5
3659,7.3
3660,6.4
3661,4.5
3662,7.4
3663,6.5
3664,6.0
3665,7.3
3666,6.8
3667,10.0
3668,6.0
3669,8.0
3670,8.1
3671,6.1
3672,7.0
3673,6.7
3674,6.6
3675,6.9
3676,7.8
3677,7.7
3678,6.4
3679,8.0
3680,8.8
3681,6.9
3682,6.0
3683,6.8
3684,7.4
3685,8.7
3686,7.9
3687,7.0
3688,5.8
3689,6.0
3690,7.3
3691,8.7
3692,7.9
3693,7.8
3694,4.5
3695,8.0
3696,7.2
3697,7.2
3698,7.0
3699,9.1
3700,6.2
3701,6.0
3702,7.6
3703,7.6
3704,8.4
3705,7.8
3706,6.7
3707,8.8
3708,7.2
3709,7.0
3710,7.7
3711,7.8
3712,7.6
3713,7.3
3714,6.8
3715,6.8
3716,7.0
3717,6.2
3718,7.5
3719,7.7
3720,7.4
3721,6.8
3722,9.4
3723,7.7
3724,6.3
3725,7.3
3726,8.3
3727,5.2
3728,7.4
3729,7.0
3730,7.3
3731,6.7
3732,6.4
3733,6.6
3734,7.5
3735,6.3
3736,5.8
3737,8.0
3738,7.7
3739,8.6
3740,6.6
3741,7.6
3742,7.1
3743,7.0
3744,8.7
3745,7.8
3746,7.6
3747,8.8
3748,7.6
3749,7.9
3750,7.9
3751,7.7
3752,7.7
3753,6.1
3754,7.6
3755,5.8
3756,7.1
3757,6.6
3758,7.6
3759,7.7
3760,8.0
3761,7.8
3762,6.8
3763,6.3
3764,8.6
3765,7.6
3766,6.8
3767,6.3
3768,7.7
3769,7.4
3770,5.9
3771,7.7
3772,6.8
3773,6.5
3774,7.2
3775,6.2
3776,7.5
3777,6.5
3778,9.2
3779,7.8
3780,7.2
3781,6.3
3782,6.8
3783,4.2
3784,6.7
3785,7.8
3786,7.4
3787,9.5
3788,7.3
3789,7.5
3790,7.5
3791,8.8
3792,7.8
3793,7.5
3794,5.8
3795,7.2
3796,6.8
3797,7.8
3798,4.9
3799,5.8
3800,7.3
3801,6.0
3802,9.2
3803,7.3
3804,6.6
3805,7.4
3806,7.5
3807,9.2
3808,6.6
3809,7.6
3810,6.4
3811,5.6
3812,7.4
3813,6.9
3814,7.6
3815,7.5
3816,5.7
3817,8.0
3818,7.9
3819,8.2
3820,6.0
3821,7.4
3822,4.2
3823,7.5
3824,7.1
3825,7.4
3826,7.6
3827,6.4
3828,6.8
3829,7.3
3830,9.3
3831,7.2
3832,7.5
3833,7.4
3834,7.6
3835,5.1
3836,8.0
3837,7.0
3838,6.5
3839,7.9
3840,8.5
3841,7.6
3842,6.0
3843,7.0
3844,7.6
3845,7.5
3846,7.6
3847,7.6
3848,7.3
3849,8.0
3850,6.9
3851,7.8
3852,6.9
3853,7.7
3854,7.3
3855,6.9
3856,7.9
3857,7.4
3858,7.1
3859,7.5
3860,6.8
3861,7.7
3862,8.1
3863,8.0
3864,7.4
3865,6.3
3866,7.5
3867,7.7
3868,7.6
3869,7.3
3870,7.6
3871,9.0
3872,6.0
3873,7.4
3874,7.8
3875,6.6
3876,7.0
3877,7.8
3878,7.6
3879,7.2
3880,6.8
3881,7.2
3882,6.7
3883,7.6
3884,7.9
3885,8.7
3886,7.4
3887,7.7
3888,6.9
3889,5.7
3890,7.1
3891,7.4
3892,7.7
3893,7.3
3894,7.6
3895,8.1
3896,7.6
3897,7.5
3898,7.3
3899,6.6
3900,7.7
3901,8.2
3902,7.1
3903,7.6
3904,6.4
3905,7.3
3906,9.1
3907,8.0
3908,8.1
3909,7.3
3910,8.6
3911,7.4
3912,8.1
3913,6.0
3914,6.0
3915,7.7
3916,10.0
3917,7.7
3918,9.0
3919,7.0
3920,7.4
3921,6.9
3922,7.9
3923,9.0
3924,7.5
3925,7.7
3926,7.5
3927,7.8
3928,7.3
3929,6.0
3930,4.6
3931,8.5
3932,7.0
3933,6.7
3934,7.3
3935,8.4
3936,7.6
3937,7.9
3938,6.4
3939,6.5
3940,7.6
3941,7.4
3942,8.1
3943,5.8
3944,8.5
3945,8.0
3946,7.6
3947,8.0
3948,6.7
3949,7.4
3950,7.7
3951,7.8
3952,7.7
3953,7.3
3954,7.3
3955,6.5
3956,7.6
3957,7.0
3958,5.8
3959,8.0
3960,6.8
3961,7.6
3962,8.2
3963,7.1
3964,8.1
3965,7.6
3966,8.7
3967,5.3
3968,6.8
3969,8.0
3970,7.8
3971,8.2
3972,8.0
3973,6.5
3974,7.1
3975,8.2
3976,6.3
3977,6.9
3978,6.5
3979,8.2
3980,7.8
3981,6.2
3982,7.6
3983,7.6
3984,6.8
3985,7.4
3986,5.8
3987,6.7
3988,8.8
3989,7.3
3990,6.8
3991,7.2
3992,6.5
3993,6.9
3994,7.7
3995,7.3
3996,6.8
3997,6.3
3998,7.1
3999,6.0
4000,7.4
4001,8.1
4002,6.5
4003,7.5
4004,7.3
4005,7.0
4006,6.7
4007,6.0
4008,8.3
4009,7.4
4010,6.7
4011,7.8
4012,7.7
4013,10.0
4014,7.1
4015,7.2
4016,8.6
4017,7.8
4018,7.3
4019,7.2
4020,6.6
4021,8.5
4022,7.8
4023,7.3
4024,6.3
4025,8.1
4026,7.6
4027,7.0
4028,7.4
4029,8.5
4030,6.8
4031,7.3
4032,7.6
4033,7.3
4034,7.4
4035,7.0
4036,8.1
4037,5.4
4038,7.5
4039,8.0
4040,7.1
4041,7.7
4042,7.4
4043,7.1
4044,5.4
4045,7.2
4046,6.2
4047,6.6
4048,8.5
4049,7.4
4050,6.2
4051,8.0
4052,7.2
4053,7.4
4054,7.1
4055,7.0
4056,6.9
4057,6.2
4058,6.3
4059,7.4
4060,3.8
4061,7.1
4062,6.5
4063,6.7
4064,7.0
4065,8.3
4066,8.0
4067,6.9
4068,7.3
4069,7.7
4070,6.2
4071,7.9
4072,6.8
4073,8.4
4074,6.4
4075,5.0
4076,8.7
4077,6.8
4078,7.8
4079,7.5
4080,6.7
4081,7.6
4082,7.0
4083,7.2
4084,7.5
4085,7.5
4086,9.3
4087,7.9
4088,7.3
4089,8.1
4090,7.1
4091,7.0
4092,8.0
4093,8.6
4094,7.6
4095,7.2
4096,7.0
4097,7.5
4098,6.3
4099,7.8
4100,7.3
4101,6.8
4102,8.2
4103,6.8
4104,4.4
4105,7.7
4106,7.6
4107,6.7
4108,7.2
4109,5.0
4110,6.4
4111,7.7
4112,6.4
4113,7.1
4114,5.9
4115,6.5
4116,6.7
4117,7.1
4118,6.7
4119,6.6
4120,7.4
4121,7.0
4122,6.8
4123,7.8
4124,8.0
4125,7.5
4126,6.7
4127,8.3
4128,7.0
4129,7.8
4130,6.9
4131,6.3
4132,7.2
4133,7.8
4134,6.6
4135,7.0
4136,6.8
4137,5.2
4138,6.9
4139,8.7
4140,6.9
